1000.000	122.551	16.493	0.000	-64.102
2.000	122.511	15.580	0.000	-56.385
4.000	122.482	16.007	0.000	-66.355
6.000	122.478	15.359	0.000	-72.182
8.000	122.501	15.389	0.000	-73.013
10.000	122.531	14.270	0.000	-72.844
12.000	122.557	14.101	0.000	-89.442
14.000	122.566	14.274	0.000	-114.974
16.000	122.554	14.176	0.000	-122.983
18.000	122.536	14.410	0.000	-122.491
20.000	122.524	15.959	0.000	-113.414
22.000	122.525	15.382	0.000	-113.947
24.000	122.543	15.508	0.000	-122.738
26.000	122.563	15.613	0.000	-121.440
28.000	122.571	14.427	0.000	-129.903
30.000	122.561	14.290	0.000	-122.465
32.000	122.534	15.146	0.000	-114.416
34.000	122.508	14.722	0.000	-126.929
36.000	122.504	14.686	0.000	-140.651
38.000	122.527	14.352	0.000	-143.842
40.000	122.574	15.071	0.000	-138.468
42.000	122.622	15.512	0.000	-123.441
44.000	122.637	15.300	0.000	-117.637
46.000	122.611	13.975	0.000	-122.458
48.000	122.549	14.149	0.000	-143.039
50.000	122.480	14.827	0.000	-142.320
52.000	122.448	14.397	0.000	-142.883
54.000	122.478	14.574	0.000	-145.108
56.000	122.561	14.296	0.000	-148.035
58.000	122.660	14.304	0.000	-151.705
60.000	122.718	15.553	0.000	-158.413
62.000	122.701	15.462	0.000	-151.518
64.000	122.611	14.984	0.000	-134.305
66.000	122.484	14.555	0.000	-122.146
68.000	122.395	14.427	0.000	-140.191
70.000	122.402	14.980	0.000	-159.924
72.000	122.510	14.668	0.000	-170.235
74.000	122.667	14.936	0.000	-163.391
76.000	122.787	15.776	0.000	-158.170
78.000	122.800	14.388	0.000	-152.739
80.000	122.696	15.431	0.000	-152.053
82.000	122.515	15.826	0.000	-156.728
84.000	122.357	15.278	0.000	-164.499
86.000	122.325	15.831	0.000	-174.003
88.000	122.449	15.601	0.000	-175.893
90.000	122.663	17.032	0.000	179.592
92.000	122.844	17.693	0.000	176.420
94.000	122.891	17.921	0.000	176.099
96.000	122.775	17.828	0.000	176.806
98.000	122.545	17.256	0.000	-178.848
100.000	122.326	17.222	0.000	151.987
102.000	122.264	17.541	0.000	144.649
104.000	122.408	18.147	0.000	140.738
106.000	122.673	16.711	0.000	131.875
108.000	122.900	17.022	0.000	142.622
110.000	122.960	17.605	0.000	139.277
112.000	122.822	17.079	0.000	127.855
114.000	122.548	16.598	0.000	131.104
116.000	122.291	16.142	0.000	114.851
118.000	122.231	17.020	0.000	97.752
120.000	122.414	17.052	0.000	97.228
122.000	122.718	15.668	0.000	91.115
124.000	122.955	16.102	0.000	100.851
126.000	122.993	15.584	0.000	99.604
128.000	122.813	14.921	0.000	94.530
130.000	122.508	14.802	0.000	96.775
132.000	122.261	13.966	0.000	91.249
134.000	122.252	12.750	0.000	79.569
136.000	122.484	13.654	0.000	67.532
138.000	122.793	12.791	0.000	95.727
140.000	122.989	13.045	0.000	137.771
142.000	122.964	13.816	0.000	155.499
144.000	122.741	13.870	0.000	149.588
146.000	122.447	14.145	0.000	147.952
148.000	122.275	13.615	0.000	126.368
150.000	122.348	12.748	0.000	119.454
152.000	122.600	13.700	0.000	106.392
154.000	122.853	14.781	0.000	125.594
156.000	122.958	14.364	0.000	140.741
158.000	122.865	15.005	0.000	133.250
160.000	122.644	15.250	0.000	124.536
162.000	122.433	14.302	0.000	114.103
164.000	122.373	14.545	0.000	96.945
166.000	122.493	15.320	0.000	90.653
168.000	122.688	15.941	0.000	92.223
170.000	122.833	16.009	0.000	85.989
172.000	122.852	15.586	0.000	86.137
174.000	122.756	15.695	0.000	89.702
176.000	122.619	15.185	0.000	96.669
178.000	122.522	13.741	0.000	84.915
180.000	122.515	14.643	0.000	83.460
182.000	122.579	14.642	0.000	83.724
184.000	122.664	13.738	0.000	69.469
186.000	122.734	14.228	0.000	79.625
188.000	122.767	14.501	0.000	68.729
190.000	122.761	14.592	0.000	66.150
192.000	122.715	15.262	0.000	72.275
194.000	122.633	14.849	0.000	63.475
196.000	122.549	14.399	0.000	63.127
198.000	122.515	14.785	0.000	63.147
200.000	122.574	15.908	0.000	46.055
202.000	122.714	14.394	0.000	49.869
204.000	122.850	13.926	0.000	57.886
206.000	122.887	14.088	0.000	63.759
208.000	122.778	14.645	0.000	68.445
210.000	122.573	13.933	0.000	65.900
212.000	122.413	13.699	0.000	45.953
214.000	122.438	13.468	0.000	32.848
216.000	122.652	14.747	0.000	33.764
218.000	122.899	14.505	0.000	24.070
220.000	123.001	15.315	0.000	25.989
222.000	122.882	14.695	0.000	46.412
224.000	122.605	15.089	0.000	39.263
226.000	122.369	15.304	0.000	19.861
228.000	122.375	14.240	0.000	13.915
230.000	122.625	14.594	0.000	31.295
232.000	122.916	14.005	0.000	35.258
234.000	123.035	13.376	0.000	28.624
236.000	122.909	12.636	0.000	13.597
238.000	122.625	13.209	0.000	35.274
240.000	122.396	13.250	0.000	35.516
242.000	122.409	13.072	0.000	13.990
244.000	122.638	13.663	0.000	-13.060
246.000	122.885	13.669	0.000	-5.966
248.000	122.975	13.917	0.000	5.652
250.000	122.869	13.668	0.000	14.909
252.000	122.662	13.931	0.000	10.230
254.000	122.508	13.259	0.000	-2.405
256.000	122.512	13.491	0.000	0.113
258.000	122.641	14.059	0.000	-14.886
260.000	122.781	13.989	0.000	-18.385
262.000	122.853	13.846	0.000	-5.806
264.000	122.837	15.099	0.000	-2.918
266.000	122.765	14.800	0.000	-4.323
268.000	122.674	13.366	0.000	-12.936
270.000	122.597	13.172	0.000	-5.849
272.000	122.573	13.141	0.000	-31.190
274.000	122.632	13.139	0.000	-50.228
276.000	122.766	13.783	0.000	-32.747
278.000	122.895	13.603	0.000	-24.757
280.000	122.918	12.747	0.000	-25.714
282.000	122.789	11.743	0.000	-18.230
284.000	122.575	12.178	0.000	-23.609
286.000	122.451	12.336	0.000	-62.218
288.000	122.550	12.728	0.000	-81.021
290.000	122.810	13.772	0.000	-44.527
292.000	123.015	14.334	0.000	-36.332
294.000	122.997	12.981	0.000	-44.444
296.000	122.758	11.967	0.000	-20.827
298.000	122.478	13.511	0.000	-33.622
300.000	122.413	13.376	0.000	-47.605
302.000	122.627	12.674	0.000	-46.493
304.000	122.917	12.788	0.000	-39.510
306.000	123.042	13.706	0.000	-38.820
308.000	122.920	13.746	0.000	-36.341
310.000	122.662	13.327	0.000	-46.694
312.000	122.485	13.943	0.000	-42.750
314.000	122.533	13.533	0.000	-53.314
316.000	122.733	14.353	0.000	-64.899
318.000	122.901	14.831	0.000	-62.326
320.000	122.931	13.516	0.000	-66.590
322.000	122.836	13.216	0.000	-54.258
324.000	122.705	14.131	0.000	-72.352
326.000	122.619	15.023	0.000	-78.620
328.000	122.610	13.101	0.000	-88.587
330.000	122.676	13.489	0.000	-81.630
332.000	122.792	15.434	0.000	-81.426
334.000	122.903	14.875	0.000	-76.942
336.000	122.928	13.740	0.000	-73.795
338.000	122.816	14.149	0.000	-71.603
340.000	122.620	13.334	0.000	-92.125
342.000	122.505	12.631	0.000	-102.442
344.000	122.610	13.988	0.000	-112.882
346.000	122.865	13.749	0.000	-107.573
348.000	123.044	14.502	0.000	-95.217
350.000	122.984	14.374	0.000	-96.554
352.000	122.716	13.520	0.000	-113.963
354.000	122.475	11.924	0.000	-128.773
356.000	122.505	13.707	0.000	-123.357
358.000	122.775	14.350	0.000	-138.932
360.000	123.015	13.953	0.000	-142.833
362.000	123.026	13.266	0.000	-132.101
364.000	122.820	13.758	0.000	-137.485
366.000	122.591	13.845	0.000	-141.599
368.000	122.542	12.479	0.000	-133.668
370.000	122.685	12.696	0.000	-136.408
372.000	122.863	13.163	0.000	-137.757
374.000	122.941	12.522	0.000	-124.213
376.000	122.901	12.420	0.000	-117.544
378.000	122.794	12.270	0.000	-124.221
380.000	122.682	13.867	0.000	-139.161
382.000	122.619	13.943	0.000	-139.809
384.000	122.659	12.606	0.000	-159.514
386.000	122.808	12.228	0.000	-112.144
388.000	122.966	12.870	0.000	-121.361
390.000	122.991	13.831	0.000	-127.071
392.000	122.823	13.077	0.000	-127.570
394.000	122.581	13.262	0.000	-138.689
396.000	122.514	13.138	0.000	-141.041
398.000	122.721	13.550	0.000	-156.482
400.000	122.999	14.115	0.000	-164.357
402.000	123.079	13.592	0.000	-149.285
404.000	122.887	13.725	0.000	-141.506
406.000	122.602	13.831	0.000	-156.908
408.000	122.514	13.765	0.000	-167.169
410.000	122.700	13.661	0.000	179.317
412.000	122.942	13.980	0.000	173.582
414.000	123.019	11.614	0.000	177.082
416.000	122.904	11.825	0.000	-155.998
418.000	122.729	13.035	0.000	-156.377
420.000	122.637	12.330	0.000	-177.673
422.000	122.670	11.779	0.000	-172.778
424.000	122.778	12.941	0.000	179.714
426.000	122.901	13.706	0.000	-172.045
428.000	122.973	12.981	0.000	-172.742
430.000	122.921	12.737	0.000	174.426
432.000	122.745	13.464	0.000	172.783
434.000	122.579	14.127	0.000	164.070
436.000	122.621	13.288	0.000	155.301
438.000	122.869	13.056	0.000	143.438
440.000	123.076	12.250	0.000	165.237
442.000	123.025	13.005	0.000	175.186
444.000	122.748	12.300	0.000	165.881
446.000	122.528	11.962	0.000	168.444
448.000	122.614	11.730	0.000	135.067
450.000	122.895	11.572	0.000	120.311
452.000	123.061	11.421	0.000	112.623
454.000	122.981	11.457	0.000	124.264
456.000	122.768	10.792	0.000	114.420
458.000	122.637	10.971	0.000	-166.627
460.000	122.678	11.097	0.000	-171.061
462.000	122.808	11.716	0.000	176.787
464.000	122.924	11.541	0.000	171.691
466.000	122.974	12.103	0.000	157.552
468.000	122.923	12.557	0.000	150.541
470.000	122.767	12.225	0.000	93.046
472.000	122.616	11.448	0.000	-161.545
474.000	122.655	11.893	0.000	-168.603
476.000	122.895	12.062	0.000	149.574
478.000	123.092	11.728	0.000	-152.869
480.000	123.021	10.539	0.000	-151.878
482.000	122.729	10.910	0.000	-159.988
484.000	122.535	11.586	0.000	-171.809
486.000	122.679	10.253	0.000	-162.001
488.000	122.973	11.039	0.000	179.757
490.000	123.087	12.992	0.000	-173.125
492.000	122.939	12.206	0.000	174.418
494.000	122.720	11.415	0.000	138.035
496.000	122.651	10.773	0.000	-131.775
